Name (or Code),RIC,ISIN,CUSIP/CINS,Type of Equity,Exchange,Country of Issuer
Spielvereinigung Unterhaching Fussball GmbH & Co KgaA,S6P.F,DE000A2TR919,D7T5A4109,Ordinary Share,Frankfurt Stock Exchange,Germany
Fritz Nols AG,FNGG.F,DE0005070908,D2736U106,Ordinary Share,Frankfurt Stock Exchange,Germany
Heidelberger Beteiligungsholding AG,IPOKk.F,DE000A254294,D3378N152,Ordinary Share,Frankfurt Stock Exchange,Germany
Philion SE,PH6.F,DE000A1X3WF3,D6S92G106,Ordinary Share,Frankfurt Stock Exchange,Germany
Gerry Weber International AG,GWI2k.F,DE000A255G36,D95473258,Ordinary Share,Frankfurt Stock Exchange,Germany
KST Beteiligungs AG,KSWG.F,DE000A161309,D4764C131,Ordinary Share,Frankfurt Stock Exchange,Germany
Deutsche Eigenheim Union AG,JZ6.DE,DE000A0STWH9,D5S20K106,Ordinary Share,Xetra,Germany
Fast Finance 24 Holding AG,FF24.DE,DE000A1PG508,D3000E109,Ordinary Share,Xetra,Germany
Otrs AG,TR9G.F,DE000A0S9R37,D5966A104,Ordinary Share,Frankfurt Stock Exchange,Germany
Muehl Product & Service AG,MPSCk.F,DE000A254203,D5S1LE117,Ordinary Share,Frankfurt Stock Exchange,Germany
Windeln.de SE,WDL1k.DE,DE000WNDL300,D9695R248,Ordinary Share,Xetra,Germany
Sino-German United AG,SGUG.F,DE000SGU8886,D28124192,Ordinary Share,Frankfurt Stock Exchange,Germany
Gateway Real Estate AG,GTYG.DE,DE000A0JJTG7,D34185104,Ordinary Share,Xetra,Germany
Panamax AG,ICPG.F,DE000A1R1C81,D5992V106,Ordinary Share,Frankfurt Stock Exchange,Germany
BREMER LAGERHAUS-GESELLSCHAFT AG von 1877,BLHG.F,DE0005261606,D13440108,Ordinary Share,Frankfurt Stock Exchange,Germany
Going Public Media AG,G6PGn.DE,DE0007612103,D1209C106,Ordinary Share,Xetra,Germany
Schumag AG,SCMG.F,DE0007216707,D68588108,Ordinary Share,Frankfurt Stock Exchange,Germany
Erotik Abwicklungsgesellschaft AG,USE.F,DE0007551400,D0872Z103,Ordinary Share,Frankfurt Stock Exchange,Germany
Rocket Internet SE,RKET.H,DE000A12UKK6,D6S914104,Ordinary Share,Hamburg Stock Exchange,Germany
KHD Humboldt Wedag Vermoegensverwaltungs-AG,HETAn.F,DE000A1X3WW8,D4S00Z100,Ordinary Share,Frankfurt Stock Exchange,Germany
Itn Nanovation AG,I7NG.F,DE000A0JL461,D3817X100,Ordinary Share,Frankfurt Stock Exchange,Germany
Suedwestdeutsche Salzwerke AG,SSHG.F,DE0007346603,D82724101,Ordinary Share,Frankfurt Stock Exchange,Germany
Cogia AG,8HC.F,DE000A3H2226,D15358100,Ordinary Share,Frankfurt Stock Exchange,Germany
Tiscon AG,TISG.F,DE0007458804,D8401V105,Ordinary Share,Frankfurt Stock Exchange,Germany
Camerit AG,RTML.F,DE000HNC2059,D3R2H9174,Ordinary Share,Frankfurt Stock Exchange,Germany
Air Berlin Plc,AB1.F,GB00B128C026,G0177R100,Ordinary Share,Frankfurt Stock Exchange,Germany
BHB Brauholding Bayern-Mitte AG,B9BG.F,DE000A1CRQD6,D1125Y109,Ordinary Share,Frankfurt Stock Exchange,Germany
Ming Le Sports AG,ML2G.F,DE000A2LQ728,D5S4EW135,Ordinary Share,Frankfurt Stock Exchange,Germany
Decheng Technology AG,333.F,DE000A1YDDM9,D2R83G107,Ordinary Share,Frankfurt Stock Exchange,Germany
Gold Zack AG,GOZGn.F,DE0007686826,D2848R280,Ordinary Share,Frankfurt Stock Exchange,Germany
L-KONZEPT Holding AG,LKBG.F,DE000A0N3EU3,D4848L107,Ordinary Share,Frankfurt Stock Exchange,Germany
Neschen AG,NSNG.F,DE0005021307,D3072J101,Ordinary Share,Frankfurt Stock Exchange,Germany
SOLAR FABRIK AG FUER PRODUKTION UND VERTRIEB VON SOLARTECh PROD,SFXG.F,DE0006614712,D7045T104,Ordinary Share,Frankfurt Stock Exchange,Germany
Your Family Entertainment AG,RTVGn.F,DE000A161N14,D9818H143,Ordinary Share,Frankfurt Stock Exchange,Germany
Lehner Investments AG,LEH.F,DE000A2DA406,D0086V138,Ordinary Share,Frankfurt Stock Exchange,Germany
GWB Immobilien AG,G7BG.F,DE000A0JKHG0,D3172G114,Ordinary Share,Frankfurt Stock Exchange,Germany
RAVENO Capital AG,TUFG.F,DE000A161N22,D02373104,Ordinary Share,Frankfurt Stock Exchange,Germany
Uniprof Real Estate Holding AG,UPRG.F,DE0005509129,D8503U104,Ordinary Share,Frankfurt Stock Exchange,Germany
Eyemaxx Real Estate AG,BTCGk.F,DE000A0V9L94,D26979100,Ordinary Share,Frankfurt Stock Exchange,Germany
Osram Licht AG,OSRn.H,DE000LED4000,D5963B113,Ordinary Share,Hamburg Stock Exchange,Germany
European Energy Exchange AG,T3PA.DE,DE000A1N5HU0,D2R77B148,Ordinary Share,Xetra,Germany
ECHOS Holding AG,VG1.F,DE0007786303,D96894106,Ordinary Share,Frankfurt Stock Exchange,Germany
Snowbird AG,8S9.F,DE000A1PHEL8,D6T970105,Ordinary Share,Frankfurt Stock Exchange,Germany
VALENS Holding AG,FKEK.F,DE000A2TSM88,D8565Z108,Ordinary Share,Frankfurt Stock Exchange,Germany
ais AG,LUMG.F,DE0006492903,D5056F120,Ordinary Share,Frankfurt Stock Exchange,Germany
Hornbach Baumarkt AG,HBMG.H,DE0006084403,D33904109,Ordinary Share,Hamburg Stock Exchange,Germany
Holidaycheck Group AG,HOC.H,DE0005495329,D3R40L106,Ordinary Share,Hamburg Stock Exchange,Germany
Kabel Deutschland Holding AG,KD8Gn.H,DE000KD88880,D6424C104,Ordinary Share,Hamburg Stock Exchange,Germany
Centrotec SE,CEVG.H,DE0005407506,D1498G131,Ordinary Share,Hamburg Stock Exchange,Germany
Zapf Creation AG,ZPFGn.MU,DE000A2TSMZ8,D9T2AE126,Ordinary Share,Munich Stock Exchange,Germany
Ls Invest AG,IFAG.H,DE0006131204,D3462E100,Ordinary Share,Hamburg Stock Exchange,Germany
Schaltbau Holding AG,SLTG.H,DE000A2NBTL2,D6708D133,Ordinary Share,Hamburg Stock Exchange,Germany
Endor AG,E2NG.MU,DE0005491666,D2R47T112,Ordinary Share,Munich Stock Exchange,Germany
EAMD European AeroMarine Drones AG,U9P.D,DE0006611957,D5S335104,Ordinary Share,Dusseldorf Stock Exchange,Germany
Msg Life Ag,MSGL.H,DE0005130108,D5530G108,Ordinary Share,Hamburg Stock Exchange,Germany
GBK Beteiligungen AG,GBQG.H,DE0005850903,D27621123,Ordinary Share,Hamburg Stock Exchange,Germany
Janosch film & medien AG,JFIGk.BE,DE000A0XFNB0,D3746F154,Ordinary Share,Berlin Stock Exchange,Germany
GxP German Properties AG,GXP1k.H,DE000A2E4L00,D3R70H124,Ordinary Share,Hamburg Stock Exchange,Germany
Good Brands AG,G4B.H,DE000A2AA5A0,D3R2MM104,Ordinary Share,Hamburg Stock Exchange,Germany
Pilkington Deutschland AG,FDD.H,DE0005588008,D6156H107,Ordinary Share,Hamburg Stock Exchange,Germany
Zooplus SE,ZO1G.H,DE0005111702,D9866J108,Ordinary Share,Hamburg Stock Exchange,Germany
Backbone Technology AG,AO9G.MU,DE000A0MFXS6,D04987109,Ordinary Share,Munich Stock Exchange,Germany
Tele Columbus AG,TC1n.H,DE000TCAG172,D8295F109,Ordinary Share,Hamburg Stock Exchange,Germany
Bastfaserkontor AG,BFKG.BE,DE0005169106,D06328104,Ordinary Share,Berlin Stock Exchange,Germany
Easy Software AG,ESYGn.H,DE000A2YN991,D2368L150,Ordinary Share,Hamburg Stock Exchange,Germany
Aves One AG,AVES.H,DE000A168114,D6S80F102,Ordinary Share,Hamburg Stock Exchange,Germany
Schulte-Schlagbaum AG,SSSG.D,DE0007190001,D68531108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Elbstein AG,EBSG.H,DE000A1YDGT7,D24464105,Ordinary Share,Hamburg Stock Exchange,Germany
Clere AG,CAG0n.H,DE000A3H2309,D1464K173,Ordinary Share,Hamburg Stock Exchange,Germany
DEAG Deutsche Entertainment AG,LOUn.H,DE000A3E5DA0,D1703M238,Ordinary Share,Hamburg Stock Exchange,Germany
MyHammer Holding AG,MYRKk.H,DE000A11QWW6,D5S4F3120,Ordinary Share,Hamburg Stock Exchange,Germany
Zoologischer Garten Berlin AG,ZOOG.BE,DE0005031801,D98603109,Ordinary Share,Berlin Stock Exchange,Germany
TAG Colonia Immobilien AG,KBUG.H,DE0006338007,D15460146,Ordinary Share,Hamburg Stock Exchange,Germany
HAMMONIA Schiffsholding AG,HHXG.H,DE000A0MPF55,D33592102,Ordinary Share,Hamburg Stock Exchange,Germany
Horus AG,HRUG.MU,DE0005204127,D3405N100,Ordinary Share,Munich Stock Exchange,Germany
Carpevigo Holding AG,CV3.MU,DE000A1MBGZ3,D144A4102,Ordinary Share,Munich Stock Exchange,Germany
Tick Trading Software AG,TBXG.BE,DE000A0LA304,D8T593101,Ordinary Share,Berlin Stock Exchange,Germany
Ripag AG,QOUG.H,DE000A0H1KF3,D04285108,Ordinary Share,Hamburg Stock Exchange,Germany
McKesson Europe AG,CLSGn.H,DE000CLS1001,D5347G101,Ordinary Share,Hamburg Stock Exchange,Germany
Guardbox Se,GUD1.BE,DE000A2QB6Y9,D290AZ104,Ordinary Share,Berlin Stock Exchange,Germany
Stern Immobilien AG,SY5N.MU,DE000A13SSX4,D8T15L104,Ordinary Share,Munich Stock Exchange,Germany
Shw AG,SW10n.H,DE000A3E5B74,D6929Q160,Ordinary Share,Hamburg Stock Exchange,Germany
Rim AG,RUCG.H,DE0005487862,D66252103,Ordinary Share,Hamburg Stock Exchange,Germany
Allerthal-Werke AG,ATWG.BE,DE0005034201,D02744122,Ordinary Share,Berlin Stock Exchange,Germany
Pulsion Medical Systems SE,PUS.MU,DE0005487904,D6230V106,Ordinary Share,Munich Stock Exchange,Germany
SLOMAN NEPTUN Schiffahrts-AG,NEPG.H,DE0008271008,D69956106,Ordinary Share,Hamburg Stock Exchange,Germany
Matica Technologies AG,MT3.H,DE000A0JELZ5,D5326W101,Ordinary Share,Hamburg Stock Exchange,Germany
Deufol SE,DE1n.H,DE000A1R1EE6,D1R61S109,Ordinary Share,Hamburg Stock Exchange,Germany
Franconofurt AG,FFM1.H,DE000A2NBP56,D2799X138,Ordinary Share,Hamburg Stock Exchange,Germany
Hoevelrat Holding AG,C9TG.H,DE0005430300,D15814102,Ordinary Share,Hamburg Stock Exchange,Germany
Neuhof Textil-Holding AG,SPNG.MU,DE0007331100,D7596M102,Ordinary Share,Munich Stock Exchange,Germany
Nebelhornbahn-AG,NHB0n.MU,DE000A3H3LW9,D55991133,Ordinary Share,Munich Stock Exchange,Germany
Lotto24 AG,LO2k.H,DE000LTT2470,D5128Z161,Ordinary Share,Hamburg Stock Exchange,Germany
Nucletron Electronic AG,NUCG.SG,DE0006789605,D58043106,Ordinary Share,Stuttgart Stock Exchange,Germany
Phoenix Solar AG,PS4G.H,DE000A0BVU93,D6086J116,Ordinary Share,Hamburg Stock Exchange,Germany
Deutsche Geothermische Immobilien AG,SZ5.D,DE000A161226,D1933Z108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Fox E-Mobility AG,CT4.D,DE000A2NB551,D1T20Z101,Ordinary Share,Dusseldorf Stock Exchange,Germany
Allgaeuer Brauhaus AG,ALBG.MU,DE0005035505,D02800106,Ordinary Share,Munich Stock Exchange,Germany
United Power Technology AG,UP7G.H,DE000A1EMAK2,D8572V108,Ordinary Share,Hamburg Stock Exchange,Germany
Gesundheitswelt Chiemgau AG,JTHG.MU,DE0006216609,D37352107,Ordinary Share,Munich Stock Exchange,Germany
Effecten-Spiegel AG,EFSG.MU,DE0005647606,D23903103,Ordinary Share,Munich Stock Exchange,Germany
cash.life AG,SGSG.D,DE0005009104,D1450E108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Konsortium AG,KUB1G.MU,DE000A1EWZA9,D4035M140,Ordinary Share,Munich Stock Exchange,Germany
Hasen-Immobilien AG,ABHA.MU,DE000A1X3RR8,D31082114,Ordinary Share,Munich Stock Exchange,Germany
Value-Holdings International AG,NW4G.BE,DE0007563629,D8566J103,Ordinary Share,Berlin Stock Exchange,Germany
Sci AG,SCIG.H,DE0006051014,D9333A102,Ordinary Share,Hamburg Stock Exchange,Germany
SynBiotic SE,SBXn.D,DE000A3E5A59,D827A2106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Consulting Team Holding AG,5GG.D,DE000A1YDBQ4,D1S1YA102,Ordinary Share,Dusseldorf Stock Exchange,Germany
Muenchener Tierpark Hellabrunn AG,MTPG.MU,DE0006633605,D55564104,Ordinary Share,Munich Stock Exchange,Germany
Advides AG,4RL.BE,DE0009145425,D6948L101,Ordinary Share,Berlin Stock Exchange,Germany
Diok One AG,CVK.D,DE0005900674,D15962109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Sektkellerei J Oppmann AG,1SKG.MU,DE000A0WMJJ9,D6901R103,Ordinary Share,Munich Stock Exchange,Germany
Einbecker Brauhaus AG,HAKG.HA,DE0006058001,D24071116,Ordinary Share,Hanover Stock Exchange,Germany
Novogenia Holding AG,7V0.MU,DE000A3C35W0,D5S2AY105,Ordinary Share,Munich Stock Exchange,Germany
Beteiligungen im Baltikum AG,BI7G.MU,DE0005204200,D1020D101,Ordinary Share,Munich Stock Exchange,Germany
HPI AG,HPIG.MU,DE000A0JCY37,D3413W100,Ordinary Share,Munich Stock Exchange,Germany
Fonterelli GmbH & Co KgaA,FTRKk.BE,DE000A1TNUU5,D2R5PP109,Ordinary Share,Berlin Stock Exchange,Germany
TLG Immobilien AG,TLGG.H,DE000A12B8Z4,D8T622108,Ordinary Share,Hamburg Stock Exchange,Germany
Ekotechnika AG,ETEG.D,DE000A161234,D2496A100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Action Press AG,AQP1.D,DE000A3ESE35,D0R6HG100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Klepper Faltbootwerft AG,KFW1.BE,DE0006051949,D4S379113,Ordinary Share,Berlin Stock Exchange,Germany
FERAX Capital AG,IRPA.H,DE000A2LQ710,D2R3NQ104,Ordinary Share,Hamburg Stock Exchange,Germany
Dinkelacker AG,DWBG.SG,DE0005538300,D21456104,Ordinary Share,Stuttgart Stock Exchange,Germany
RheinLand Holding AG,RLVG.D,DE0008415100,D65054112,Ordinary Share,Dusseldorf Stock Exchange,Germany
Hoftex Group AG,NBHG.MU,DE0006760002,D56219104,Ordinary Share,Munich Stock Exchange,Germany
OAB Osnabruecker Anlagenund Beteiligungs-Aktiengesellschaft,OAB0k.H,DE000A3E5D80,D59354106,Ordinary Share,Hamburg Stock Exchange,Germany
Wirecard AG,WDIG.H,DE0007472060,D22359133,Ordinary Share,Hamburg Stock Exchange,Germany
Kulmbacher Brauerei Aktien-Gesellschaft,KULG.MU,DE0007007007,D63800102,Ordinary Share,Munich Stock Exchange,Germany
MediNavi AG,MDQk.H,DE000A3MQRE9,D5S83H115,Ordinary Share,Hamburg Stock Exchange,Germany
Falkenstein Nebenwerte AG,FAKG.BE,DE0005752307,D25899101,Ordinary Share,Berlin Stock Exchange,Germany
CGift AG,T7RAk.H,DE000A2AAB74,D8295T133,Ordinary Share,Hamburg Stock Exchange,Germany
BMP Pharma Trading AG,BMPG.BE,DE0005240907,D1206E105,Ordinary Share,Berlin Stock Exchange,Germany
WR Wohnraum AG,88D.MU,DE000A2P8KF6,D9724Z104,Ordinary Share,Munich Stock Exchange,Germany
Smart Equity AG,SE3G.H,DE000A0SMVD5,D69674105,Ordinary Share,Hamburg Stock Exchange,Germany
Beno Holding AG,BEN1.MU,DE000A11QLP3,D0R86K109,Ordinary Share,Munich Stock Exchange,Germany
Convalue Se,CUUG.D,DE000A2P4HJ3,D1T2SZ101,Ordinary Share,Dusseldorf Stock Exchange,Germany
Instant Group AG,CCBG.MU,DE0005418404,D6761M103,Ordinary Share,Munich Stock Exchange,Germany
Pommersche Provinzial-Zuckersiederei AG,PPZG.BE,DE0006934003,D61406100,Ordinary Share,Berlin Stock Exchange,Germany
Aurenia SE,9D6.D,DE000A3H3L36,D0R9B2101,Ordinary Share,Dusseldorf Stock Exchange,Germany
Ceritech AG,37Gn.D,DE000A3H2267,D1S84S143,Ordinary Share,Dusseldorf Stock Exchange,Germany
GIEAG Immobilien AG,2GI.MU,DE0005492276,D2860C104,Ordinary Share,Munich Stock Exchange,Germany
Landshuter Kunstmuehle CA Meyer`s Nachfolger AG,LKMG.MU,DE0006455504,D48980102,Ordinary Share,Munich Stock Exchange,Germany
DLB Anlageservice AG,DLBG.SG,DE0005540306,D22311118,Ordinary Share,Stuttgart Stock Exchange,Germany
Hydrogen Fuel and EV Charge Solutions AG,MB7.MU,DE000A2GS6K1,D5S2AD101,Ordinary Share,Munich Stock Exchange,Germany
Alphaform AG,AFRMF.PK,DE0005487953,D0823F107,Ordinary Share,US 'Other OTC' and Grey Market,Germany
AEE Gold AG,AEE1.D,DE000A1PG979,D53997108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Buergerliches Brauhaus Ravensburg Lindau Aktiengesellschaft,BBRG.SG,DE0005281000,D14336107,Ordinary Share,Stuttgart Stock Exchange,Germany
Aktienbrauerei Kaufbeuren AG,ABKG.MU,DE0005013007,D02352108,Ordinary Share,Munich Stock Exchange,Germany
Rubean AG,R1B.MU,DE0005120802,D6S195100,Ordinary Share,Munich Stock Exchange,Germany
Advanced Bitcoin Technologies AG,ABT1.D,DE000A2YPJ22,D0R94S102,Ordinary Share,Dusseldorf Stock Exchange,Germany
New Meat Company AG,9AUAn.D,DE000A3H2176,D5S1LS116,Ordinary Share,Dusseldorf Stock Exchange,Germany
ABO Wind AG,AB9.H,DE0005760029,D0R58P102,Ordinary Share,Hamburg Stock Exchange,Germany
Oberstdorfer Bergbahn AG,KVOG.MU,DE000A2AA444,D4S47B108,Ordinary Share,Munich Stock Exchange,Germany
Teleservice AG,TH51.MU,DE000A1PHET1,D8300A111,Ordinary Share,Munich Stock Exchange,Germany
coinIX GmbH & Co KgaA,XCXG.D,DE000A2LQ1G5,D1T1MZ109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Murphy & Spitz Green Capital AG,MUSGn.D,DE000A0KPM66,D5621A101,Ordinary Share,Dusseldorf Stock Exchange,Germany
Jost AG,JOXG.MU,DE0006216401,D8865K108,Ordinary Share,Munich Stock Exchange,Germany
CashMedien AG,MFCG.H,DE0005251904,D1488K100,Ordinary Share,Hamburg Stock Exchange,Germany
MHP Hotel AG,CDZ0.MU,DE000A3E5C24,D5S7B8118,Ordinary Share,Munich Stock Exchange,Germany
Palatium Real Estate AG,VVX.H,DE0005121107,D8885D100,Ordinary Share,Hamburg Stock Exchange,Germany
KlickOwn AG,ILK1.SG,DE000A1A60A2,D3640Y119,Ordinary Share,Stuttgart Stock Exchange,Germany
OTI Greentech AG,NSAK.D,DE000A2TSL22,D5S6J6116,Ordinary Share,Dusseldorf Stock Exchange,Germany
Onoff AG,2QUn.SG,DE000A2BPNB1,D5S8AA104,Ordinary Share,Stuttgart Stock Exchange,Germany
Arcandor AG,AROG.SG,DE0006275001,D04340101,Ordinary Share,Stuttgart Stock Exchange,Germany
NAK Stoffe AG,NAKG.H,DE0006759004,D55706101,Ordinary Share,Hamburg Stock Exchange,Germany
TOM TAILOR Holding SE,TTIGn.H,DE000A0STST2,D83837100,Ordinary Share,Hamburg Stock Exchange,Germany
Q2M Managementberatung AG,QBIG.H,DE000A0HL8J7,D62348103,Ordinary Share,Hamburg Stock Exchange,Germany
Halloren Schokoladenfabrik AG,H2RBn.H,DE000A2G9L00,D3R0BZ127,Ordinary Share,Hamburg Stock Exchange,Germany
Pacifico Renewables Yield AG,PRYG.D,DE000A2YN371,D5S7C9107,Ordinary Share,Dusseldorf Stock Exchange,Germany
Q-Soft Verwaltungs AG,QS6A.SG,DE000A14KB33,D6102L129,Ordinary Share,Stuttgart Stock Exchange,Germany
CD Deutsche Eigenheim AG,D2BAk.H,DE000A3H22D7,D1R8CJ129,Ordinary Share,Hamburg Stock Exchange,Germany
Auto.De AG,C900n.D,DE000A3E5EC4,D0R06G105,Ordinary Share,Dusseldorf Stock Exchange,Germany
Spobag AG,SPBG.D,DE0005490601,D7608C100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Arn Georg AG,ARNG.D,DE0005865505,D27977103,Ordinary Share,Dusseldorf Stock Exchange,Germany
aovo Touristik AG,A8NG.MU,DE0008074659,D0360C103,Ordinary Share,Munich Stock Exchange,Germany
Baumot Group AG,TINCk.H,DE000A2G8Y89,D0R2HT119,Ordinary Share,Hamburg Stock Exchange,Germany
Interstahl Handel Holding AG,LAH1.MU,DE000A0N4P76,D5029M145,Ordinary Share,Munich Stock Exchange,Germany
Smart Grids AG,BGZG.H,DE000A0CBDT6,D1199X102,Ordinary Share,Hamburg Stock Exchange,Germany
RM Rheiner Management AG,RMOG.D,DE0007018707,D6432K106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Trade & Value AG,TAV.H,DE0006039191,D8402A100,Ordinary Share,Hamburg Stock Exchange,Germany
NanoFocus AG,N2F0k.MU,DE000A3H2242,D56510189,Ordinary Share,Munich Stock Exchange,Germany
Homes & Holiday AG,HHHAk.MU,DE000A3E5E63,D3R2Q8127,Ordinary Share,Munich Stock Exchange,Germany
vPE Wertpapierhandelsbank AG,P0EG.MU,DE0006911605,D9502S108,Ordinary Share,Munich Stock Exchange,Germany
Auden AG,AD1k.MU,DE000A161440,D6S95H119,Ordinary Share,Munich Stock Exchange,Germany
Sunline AG,SU3G.BE,DE000A0BMP00,D8280C103,Ordinary Share,Berlin Stock Exchange,Germany
Cannovum AG,27N.D,DE000A2LQU21,D8239D103,Ordinary Share,Dusseldorf Stock Exchange,Germany
Vtion Wireless Technology AG,V33G.H,DE000CHEN993,D8571P102,Ordinary Share,Hamburg Stock Exchange,Germany
Global PVQ SE,QCEG.H,DE0005558662,D2547Q104,Ordinary Share,Hamburg Stock Exchange,Germany
WKM Terrainund Beteiligungs-Aktiengesellschaft,WKMG.BE,DE0007779001,D96314105,Ordinary Share,Berlin Stock Exchange,Germany
National Graphite Corp,NGRC.PK,US6362682030,636268203,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Immovaria Real Estate AG,IR1.MU,DE000A0JK2B6,D3492A102,Ordinary Share,Munich Stock Exchange,Germany
AFKEM AG,CHIAG.SG,DE000A1EMBS3,D0231D108,Ordinary Share,Stuttgart Stock Exchange,Germany
Ivestos AG,LWD.D,DE0007948713,D3690S103,Ordinary Share,Dusseldorf Stock Exchange,Germany
Superior Industries Europe AG,UWH.H,DE000A13STW4,D8T44N105,Ordinary Share,Hamburg Stock Exchange,Germany
Dorstener Maschinenfabrik AG,DORG.D,DE0005547004,D22653139,Ordinary Share,Dusseldorf Stock Exchange,Germany
Schwabenverlag AG,SBVG.SG,DE0007217507,D68702105,Ordinary Share,Stuttgart Stock Exchange,Germany
Mologen AG,MGNK.H,DE000A2LQ900,D5S20W142,Ordinary Share,Hamburg Stock Exchange,Germany
Bluepool AG,BPUG.BE,DE0006633100,D5520K101,Ordinary Share,Berlin Stock Exchange,Germany
Lena Beteiligungs AG,L1Ak.H,DE000A3E5A26,D5051Q154,Ordinary Share,Hamburg Stock Exchange,Germany
Hydrotec Gesellschaft fuer Wassertechnik AG,HYWG.BE,DE0006130305,D34459103,Ordinary Share,Berlin Stock Exchange,Germany
Strategie Kapital AG,S14.D,DE000A2BPHP3,D8169P100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Sangui Biotech International Inc,SGBI.PK,US80105B1017,80105B101,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Blockchain Infrastructure Group AG,1NT.D,DE0003580122,D9003P108,Ordinary Share,Dusseldorf Stock Exchange,Germany
Aladdin Healthcare Technologies SE,NMIG.D,DE000A12ULL2,D2491Z118,Ordinary Share,Dusseldorf Stock Exchange,Germany
Activa Resources AG,NXIG.H,DE0007471377,D7611B107,Ordinary Share,Hamburg Stock Exchange,Germany
Global Oil & Gas AG,3GOKk.MU,DE000A2E4T02,D2R5PL132,Ordinary Share,Munich Stock Exchange,Germany
Pinguin Haustechnik AG,TTBG.H,DE0007494007,D6094N133,Ordinary Share,Hamburg Stock Exchange,Germany
Independent Capital AG,I8CKk.H,DE000A1K0441,D3524P119,Ordinary Share,Hamburg Stock Exchange,Germany
Philipp Holzmann AG,HOZG.D,DE0006082001,D33761103,Ordinary Share,Dusseldorf Stock Exchange,Germany
Steuler Fliesengruppe AG,NSTG.BE,DE0006770001,D57302107,Ordinary Share,Berlin Stock Exchange,Germany
Syrakus Holding AG,HZHG.BE,DE0006084304,D33876109,Ordinary Share,Berlin Stock Exchange,Germany
Aquamondi AG,APQG.D,DE000A0KF6W7,D04258105,Ordinary Share,Dusseldorf Stock Exchange,Germany
Brilliant AG,BRLG.BE,DE0005272702,D13944109,Ordinary Share,Berlin Stock Exchange,Germany
DNI Beteiligungen AG,DNIG.BE,DE0005542401,D22454108,Ordinary Share,Berlin Stock Exchange,Germany
Reederei Herbert Ekkenga Aktiengesellschaft Passagierschiffahrt,EKK1.BE,DE000A2NBP23,D6364J135,Ordinary Share,Berlin Stock Exchange,Germany
Broke Out Inc,BRKO.PK,US1120931092,112093109,Ordinary Share,US 'Other OTC' and Grey Market,Germany
DG Gruppe AG,DG6.H,DE000A1PHB97,D2R83C106,Ordinary Share,Hamburg Stock Exchange,Germany
Value-Holdings AG,VHOG.BE,DE0007600405,D8575M105,Ordinary Share,Berlin Stock Exchange,Germany
Schnigge Capital Markets SE,SHB3.D,DE000A0EKK20,D16680130,Ordinary Share,Dusseldorf Stock Exchange,Germany
SavDen Group Corp,SVDN.PK,US80512A2096,80512A209,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Novetum AG,5NB.D,DE000A13SUY8,D5S28E102,Ordinary Share,Dusseldorf Stock Exchange,Germany
RIXX Invest AG,R2E0k.BE,DE000A3H2341,D6578M114,Ordinary Share,Berlin Stock Exchange,Germany
MARNA Beteiligungen AG,M5SG.BE,DE000A0H1GY2,D52857105,Ordinary Share,Berlin Stock Exchange,Germany
Mendarion SE,MDVG.D,DE000A2LQ2D0,D5S9CC106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Hbi-Hyperion Se,A7K.D,DE000A2AAC81,D4S5A3109,Ordinary Share,Dusseldorf Stock Exchange,Germany
Joh Friedrich Behrens AG,JFBG.SG,DE0005198907,D08764108,Ordinary Share,Stuttgart Stock Exchange,Germany
Hande Health AG,MK3.D,DE000A0TGH08,D5268K107,Ordinary Share,Dusseldorf Stock Exchange,Germany
Palgon AG,3D6.D,DE000A2LQ1P6,D5S84H106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Valuechain Se,VCHG.D,DE000A2NBTM0,D8T6DW100,Ordinary Share,Dusseldorf Stock Exchange,Germany
Biosecurity Technology Inc,BSEC.PK,US09076E1091,09076E109,Ordinary Share,US 'Other OTC' and Grey Market,Germany
Doralis SE,4NJ.D,DE000A2P74C5,D2R4TZ106,Ordinary Share,Dusseldorf Stock Exchange,Germany
Optal-Mology AG,67R.D,DE000A289V11,D594A5105,Ordinary Share,Dusseldorf Stock Exchange,Germany
Impera SE,05P.D,DE000A2P4HK1,D3R2TF102,Ordinary Share,Dusseldorf Stock Exchange,Germany
Ikonia FinTech AG,90Y.D,DE000A3H2382,D982A5102,Ordinary Share,Dusseldorf Stock Exchange,Germany
Fonterelli SPAC 1 AG,9DD.D,DE000A3E5A18,D2756S106,Ordinary Share,Dusseldorf Stock Exchange,Germany
